r;wi,,OMultifunction,O_Multifunction,,,,"3A00",,,onoff,,,"multifunction relay: 0 = 2nd storage, 1 = differential control"
r;wi,,MAPreferredStorage,MAPreferredStorage,,,,"3700",,,UCH,,,prefered storage
r;wi,,TempDifferenceOnTD12,Einschaltdifferenz TD1/TD2,,,,"4200",,,temp0,,,temperature difference for the multifunction-output relay to switch on
r;wi,,TempDifferenceOffTD12,Ausschaltdifferenz TD1/TD2,,,,"4300",,,temp0,,,temperature difference for the multifunction-output relay to switch off
r,,PumpAntiLockingFlags,PumpAntiLockingFlags,,,,"0900",,,UIN,,,each set bit represents a pump that has not run in the last 24h
r,,InitCircuit,InitCircuit,,,,"1800",,,yesno,,,true if DHW and CP circuits are in init phase
r,,IsInBoostMode,IsInBoostMode,,,,"3900",,,onoff,,,heatpump in boost mode
r,,QuickVetoStart,Quick Veto start,,,,"4500",,,yesno,,,Signal for starting quick veto (will be reset after quick veto has been started)
r,,LpZpMaPort,Rückmeldung ZP,,,,"5400",,,onoff,,,multifunction-output port replay
r,,Hc1PumpKol1PP1Port,Hk1P_Kol1P_P1_Port,,,,"5500",,,onoff,,,collector 1 pump port replay
r,,Hc2aLegPumpP2Port,Rückmeldung P2,,,,"5700",,,onoff,,,legionella pump port replay
r,,Hc2zPort,Hk2z_Port,,,,"5800",,,onoff,,,Port replay
!include,errors.inc,,,,,,,,,,,,
!include,iotestbsol.inc,,,,,,,,,,,,
