# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,EHP00,AMU Wärmepumpe,EHP00 172 327+427 AirToWater,,,,,,,,,,
r,,StateSoftwareCode,Software-Status,,,,"CF00",,,ULG,,,Der Status gibt Auskunft über den Betriebszustand der Wärmepumpen-Software (nur für Entwickler).
r;wi,,AccelerationTestMode,Servicezeit,,,,"6600",,,yesno,,,Schnelltest. Bei Servicezeit AN werden die Zeitschritte für das Energiebilanz-Integral von 1 min auf 1 sec umgestellt und damit die Energiebilanzierung um den Faktor 60 beschleunigt. Die Mindestlaufzeiten des Kompressors werden nicht verändert.
r;wi,,StartDeicing,Start Enteisung,,,,"7100",,,yesno,,,"Hier können Sie, unabhängig von der nächsten vorausberechneten Zeit bis zur nächsten Enteisung, eine solche manuell starten."
r,,TimeBeforeNextDeicing,Zeit bis Enteisung,,,,"7000",,,seconds,,,Time until next deicing in 0.5 secs
r;wi,,Code1,Code 1,,,,"9700",,,code,,,"together with code 2, this enables/disables several sw features, in hex format"
r;wi,,Code2,Code 2,,,,"9800",,,code,,,"together with code 1, this enables/disables several sw features, in hex format"
r;wi,,Code1Code2Valid,Codes übernehmen?,,,,"2400",,,yesno,,,Code 1/Code 2: ohne Funktion! Werte dürfen nicht verändert werden!
r,,HydraulicScheme,Hydraulikplan,,,,"6000",,,UCH,,,Hydraulic Schematic
r,,HwcLaggingTime,WP Nachlaufzeit WW,,,,"6100",,,UCH,,,Backup heater use for CH
r,,HwcLoadingDelay,WW Ladeverzögerung,,,,"6200",,,UCH,,,Backup heater use for DHW
r,,HcParallelStorageFillingEnabled,Parallele Speicherladung,,,,"5500",,,yesno,,,"BMR: indicates that heating circuits can keep running at dhw loading; for heatpumps, this is 1 if there is a heat buffer, 0 otherwise"
# ##### EHP: Werkzeug #####,,,,,,,,,,,,,
r;wi,,OutsideTempOffset,Aussentemperatur,,,,"C300",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,SourceTempInputOffset,Kal.Qu.Eintritt,,,,"CD00",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,SourceTempOutputOffset,Fortlufttemperatur,,,,"C900",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,HwcTempOffset,Kalibrier WW Temp.,,,,"C400",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,HcFlowTempOffset,Kalibrier Vorlauf,,,,"CA00",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,FlowTempOffset,Kalibrier VF2,,,,"C500",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,TempInputOffset,Kal.Kompr.Eintritt,,,,"C600",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,TempOutputOffset,Kal.Kompr.Austritt,,,,"C700",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,HcReturnTempOffset,Kalibrier Rücklauf,,,,"CB00",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,StorageTempBottomOffset,Kalibrier Puffer RL,,,,"3401",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
r;wi,,StorageTempTopOffset,Kalibrier Puffer VL,,,,"3301",,,calibration,,,"Manuelle Anpassung der angezeigten Temperaturen.Kalibrier-VerstellbereichAußentemperatur: +/- 5 K, Schrittweite 1,0 K.alle anderen: +/- 3 K, Schrittweite 0,5 K."
