r,,DesiredDegreeB2,DesiredDegreeBoiler_2,,,,"4910",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB3,DesiredDegreeBoiler_3,,,,"4918",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB4,DesiredDegreeBoiler_4,,,,"4920",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB5,DesiredDegreeBoiler_5,,,,"4928",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB6,DesiredDegreeBoiler_6,,,,"4930",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB7,DesiredDegreeBoiler_7,,,,"4938",,,percent0,,,modulation in percent,,,
r,,DesiredDegreeB8,DesiredDegreeBoiler_8,,,,"4940",,,percent0,,,modulation in percent,,,
r,,DesiredStateB1,DesiredStateBoiler_1,,,,"4A08",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB2,DesiredStateBoiler_2,,,,"4A10",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB3,DesiredStateBoiler_3,,,,"4A18",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB4,DesiredStateBoiler_4,,,,"4A20",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB5,DesiredStateBoiler_5,,,,"4A28",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB6,DesiredStateBoiler_6,,,,"4A30",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB7,DesiredStateBoiler_7,,,,"4A38",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,DesiredStateB8,DesiredStateBoiler_8,,,,"4A40",,,UCH,0=off/auto;1=forceoff;2=forceheat;3=forcewater;85=water;170=heat;238=modulation,,"service B5 10 00: 0=auto, 1=force_off, 2=force_ch, 3=forced_dhwservice 05 01: 0=off, 85(0x55)=dhw, 170(0xAA)=ch, 238(0xEE)=modulation",,,
r,,LoadingPumpB1,LoadingPumpBoiler_1,,,,"8508",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB2,LoadingPumpBoiler_2,,,,"8510",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB3,LoadingPumpBoiler_3,,,,"8518",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB4,LoadingPumpBoiler_4,,,,"8520",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB5,LoadingPumpBoiler_5,,,,"8528",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB6,LoadingPumpBoiler_6,,,,"8530",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB7,LoadingPumpBoiler_7,,,,"8538",,,UCH,,,"Off=0, On=100",,,
r,,LoadingPumpB8,LoadingPumpBoiler_8,,,,"8540",,,UCH,,,"Off=0, On=100",,,
r,,HcPumpB1,ChPumpBoiler_1,,,,"8608",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB2,ChPumpBoiler_2,,,,"8610",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB3,ChPumpBoiler_3,,,,"8618",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB4,ChPumpBoiler_4,,,,"8620",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB5,ChPumpBoiler_5,,,,"8628",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB6,ChPumpBoiler_6,,,,"8630",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB7,ChPumpBoiler_7,,,,"8638",,,UCH,,,"Off=0, On=1",,,
r,,HcPumpB8,ChPumpBoiler_8,,,,"8640",,,UCH,,,"Off=0, On=1",,,
r,,FlagsB1,FlagsBoiler_1,,,,"8708",,,UCH,,,,,,
r,,FlagsB2,FlagsBoiler_2,,,,"8710",,,UCH,,,,,,
r,,FlagsB3,FlagsBoiler_3,,,,"8718",,,UCH,,,,,,
r,,FlagsB4,FlagsBoiler_4,,,,"8720",,,UCH,,,,,,
r,,FlagsB5,FlagsBoiler_5,,,,"8728",,,UCH,,,,,,
r,,FlagsB6,FlagsBoiler_6,,,,"8730",,,UCH,,,,,,
r,,FlagsB7,FlagsBoiler_7,,,,"8738",,,UCH,,,,,,
r,,FlagsB8,FlagsBoiler_8,,,,"8740",,,UCH,,,,,,
# ##### Heizkreisnamen #####,,,,,,,,,,,,,,,,
r;w,,HcName1,Name HK1,,,,"4100",,,STR:11,,,Name für den 1. Heizkreis,,,
r;w,,HcName2,Name HK2,,,,"4108",,,STR:11,,,Name für den 2. Heizkreis,,,
r;w,,HcName3,Name HK3,,,,"4110",,,STR:11,,,Name für den 3. Heizkreis,,,
r;w,,HcName4,Name HK4,,,,"4118",,,STR:11,,,Name für den 4. Heizkreis,,,
r;w,,HcName5,Name HK5,,,,"4120",,,STR:11,,,Name für den 5. Heizkreis,,,
r;w,,HcName6,Name HK6,,,,"4128",,,STR:11,,,Name für den 6. Heizkreis,,,
r;w,,HcName7,Name HK7,,,,"4130",,,STR:11,,,Name für den 8. Heizkreis,,,
r;w,,HcName8,Name HK8,,,,"4138",,,STR:11,,,Name für den 8. Heizkreis,,,
r;w,,HcName9,Name HK9,,,,"4140",,,STR:11,,,Name für den 9. Heizkreis,,,
r;w,,HcName10,Name HK10,,,,"4148",,,STR:11,,,Name für den 2. Heizkreis,,,
r;w,,HcName11,Name HK11,,,,"4150",,,STR:11,,,Name für den 11. Heizkreis,,,
r;w,,HcName12,Name HK12,,,,"4158",,,STR:11,,,Name für den 12. Heizkreis,,,
r;w,,HcName13,Name HK13,,,,"4160",,,STR:11,,,Name für den 13. Heizkreis,,,
r;w,,HcName14,Name HK14,,,,"4168",,,STR:11,,,Name für den 14. Heizkreis,,,
r;w,,HcName15,Name HK15,,,,"4170",,,STR:11,,,Name für den 15. Heizkreis,,,
# Fehlerliste,,,,,,,,,,,,,,,,
*r,,,,,,"B503","00",,,,,,,,,
r,,currenterror,Aktuelle Fehler,,,,01,,,errors,,,,,,
# Fehlerhistorie,,,,,,,,,,,,,,,,
*r,,,,,,"B503","01",,,,,,,,,
*wi,#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Fehlerhistorie,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Fehlerhistorie: löschen,,,,01,cleared,s,yesno,,,,,,
