[SW<=108]r;wi,,QuickVetoTemp,,,,,"3200",,,temp,,,
[SW<=108]r;wi,,StackeBUSTaskMax,,,,,"3300",,,UCH,,,
[SW<=108]r;wi,,StackMainTaskMax,,,,,"3400",,,UCH,,,
[SW<=108]r;wi,,StackLifeCheckTaskMax,,,,,"3500",,,UCH,,,
[SW<=108]r;wi,,Variant,,,,,"3600",,,ULG,0x0FF0F00F=VRT 350;0x33CCCC33=VRT 360;0x3CC3C33C=SD 17;0x66999966=SD 37;0x69969669=VRT 360+,,
[SW<=108]r;wi,,TimeWindows,,,,,"3700",,,UIN,,,
[SW<=108]r;wi,,eBUSCRC,,,,,"3800",,,UCH,,,
[SW<=108]r;wi,,HwcTempDesired,,,,,"3900",,,temp,,,
[SW<=108]r;wi,,ComfTempEnabled,,,,,"3A00",,,onoff,,,
[SW<=108]r;wi,,ComfTempDesired,,,,,"3B00",,,temp;temp;temp;temp,,,
[SW<=108]r;wi,,FrostProtectDelay,,,,,"3C00",,,UCH,,,
[SW<=108]r;wi,,HydraulicScheme,,,,,"3D00",,,UCH,,,
[SW<=108]r;wi,,SolHwcMaxLoadTemp,,,,,"3E00",,,HEX:2,,,
[SW<=108]r;wi,,ONDiff,,,,,"3F00",,,UCH,,,
[SW<=108]r;wi,,OffDiff,,,,,"4000",,,UCH,,,
[SW<=108]r;wi,,LegioProtectionEnabled,,,,,"4100",,,yesno,,,
[SW<=108]r;wi,,FillmodeStartTime,,,,,"4200",,,UCH,,,
[SW<=108]r;wi,,OperatingmodeStartTime,,,,,"4300",,,UCH,,,
[SW<=108]r;wi,,NumCollPanels,,,,,"4400",,,UCH,,,
[SW<=108]r;wi,,SolPumpBlockingTime,,,,,"4500",,,UCH,,,
[SW<=108]r;wi,,LoadingDelayEnabled,,,,,"4600",,,onoff,,,
[SW<=108]r;wi,,SolFlowRate,Volumenstrom Solarkreis [l/h],,,,"4700",,,UIN,,,
[SW<=108]r;wi,,EDControlEnabled,,,,,"4800",,,onoff,,,
[SW<=108]r;wi,,ResetYield,,,,,"4900",,,onoff,,,
[SW<=108]r;wi,,ResetOperatingTimes,,,,,"4A00",,,onoff,,,
[SW<=108]r;wi,,PumpPower,,,,,"4B00",,,power,,,
[SW<=108]r;wi,,StartCircuitAeration,,,,,"4C00",,,onoff,,,
[SW<=108]r;wi,,HeatingCurve,,,,,"4D00",,,curve,,,
[SW<=108]r;wi,,ControlMode,,,,,"4E00",,,SCH,,,
[SW<=108]r;wi,,OtShutdownLimit,,,,,"4F00",,,temp,,,
[SW<=108]r;wi,,FlowTempMin,,,,,"5000",,,temp,,,
[SW<=108]r;wi,,DisableAutoSync,,,,,"5100",,,UCH,,,
[SW<=108]r;wi,,ONMINDiff,,,,,"5200",,,UCH,,,
[SW<=108]r;wi,,ONMAXDiff,,,,,"5300",,,UCH,,,
[SW<=108]r;wi,,HydraulicMixer,,,,,"5400",,,onoff,,,
[SW<=108]r;wi,,eBUSFifoDiffCntMax,,,,,"5500",,,UCH,,,
[SW<=108]r;wi,,ZweipunktAnalogSlct,,,,,"5600",,,UCH,,,
[SW<=108]r;wi,,ActualRoomTempDesired,Aktueller Raumsollwert[°C],,,,"5700",,,temp,,,
[SW<=108]r;wi,,WeekDayProgSwitch,,,,,"5800",,,onoff,,,
[SW<=108]r;wi,,OperatingModeHwc,,,,,"5900",,,mcmode,,,
[SW<=108]r;wi,,RTCAdjustment,,,,,"5A00",,,SIN,,,
[SW<=108]r;wi,,EEpromMaxInkonsCnt,,,,,"5B00",,,UIN,,,
[SW<=108]r;wi,,POCResetCnt,,,,,"5C00",,,UIN,,,
[SW<=108]r;wi,,WDResetCnt,,,,,"5D00",,,UIN,,,
[SW<=108]r;wi,,LVResetCnt,,,,,"5E00",,,UIN,,,
[SW<=108]r;wi,,CMResetCnt,,,,,"5F00",,,UIN,,,
[SW<=108]r;wi,,COMErrorCnt,,,,,"6000",,,UIN,,,
[SW<=108]r;wi,,VariantDKRefreshCnt,,,,,"6100",,,UCH,,,
[SW>=109]r;ws,,DisplayedRoomTemp,,,,,"6600",,,temp,,,
