r;wi,,PhoneNumber,Telefonnummer Fachhandwerker,,,,"5400",,,STR:13,,,"Fachhandwerker Telefonnummer (nur 0-9,- und Leerzeichen)"
r;wi,,MaintenanceDate,nächste Wartung,,,,"5900",,,date,,,Datum nächste Wartung
r;w,,LcdContrastValue,Display Kontrastwert,,,,"5A00",,,UCH,,,setting of the LCD contrast
r;w,,SummerWinterTimeAdjust,Sommer/Winterzeit Umstellung,,,,"5300",,,UCH,0=off;1=auto,,enable automatic switching over to daylight saving's time (when a DCF receiver is connected to the BMU the value is set fix to ON)
r;w,,LanguageVariant,Sprachvariante,,,,"1600",,,UCH,0=german;1=english;2=french;3=italian;4=danish;5=dutch;6=spanish;7=turkish;8=hungarian;9=russian;10=ukrainian;11=estonian;12=latvian;13=lithuanian;14=swedish;15=norwegian;16=polish;17=czech;18=croatian;19=slovakian;20=romanian;21=slovenian;22=serbian,,display language
# ##### extra #####,,,,,,,,,,,,,
r,,BMUFlowTempOrVF1,Vorlauftemperaturfühler 1,,,,"8700",,,tempsensor,,,value of either an externally connected flow temperature sensor or the BMU's internal flow sensor if an external sensor is missing
r,,RoomTempOffsetSelfWarming,Offset Eigenerwärmung,,,,"1500",,,temp,,,room temperature intrinsic heating offset
r;wi,,Hc12stepanalogCtrl,HC1_2stepanalogCtrl,,,,"3600",,,UCH,0=two-point control;1=analogue control,,Zweipunktregelung
r;wi,,Hc1LineMatchingAdaption,HC1_LineMatchingAdaption,,,,"3700",,,SCH,,,Abgleich Regelstrecke
r,,CirPump,Zirkulationspumpe aktiv,,,,"8100",,,yesno,,,circulation pump's state
r,,Hc1ActualFlowTempDesired,Aktuelle Vorlauftemperatur Soll Heizkreis 1,,,,"3E00",,,temp1,,,current flow temperature setpoint of the first heating circuit
r;wi,,HwcCircuitActive,Warmwasserkreis aktiv,,,,"4B00",,,yesno,,,Warmwasserkreis ist eingeschaltet
r;wi,,HwcLegioStartDay,Start Legionellenschutz Warmwasserkreis,,,,"4900",,,UCH,0=Mon;1=Tue;2=Wed;3=Thu;4=Fri;5=Sat;6=Sun;7=off;8=Mon-Sun,,Wochentag an dem die Legionellenschutzfunktion gestartet wird (evt. auch täglich)
r;wi,,HwcLegioStartTime,Startzeit Legionellenschutz Warmwasserkreis,,,,"4A00",,,time,,,time on which legionella protection is started
r,,DisplayedHwcStorageTemp,DisplayedDHWTankTemperature,,,,"9E00",,,temp1,,,display of the storage's temperature (also in case of an SP1error)
r,,HwcActualTempDesired,Aktuelle Temperatur Soll Warmwasserkreis,,,,"8600",,,temp1,,,current domestic hot water setpoint
r;wi,,KeyCodeforConfigMenu,Passwort für das Konfigurationsmenü,,,,"5500",,,code,,,code for the installer's menues
r,,GlobalSystemOff,GlobalSystemOFF,,,,"0100",,,onoff,,,"Set to TRUE if ""System Off"" is selected"
r,,StatusDcf,Status DCF,,,,"0200",,,UCH,0=nosignal;1=ok;2=sync;3=validDCF;4=validRTC,,Status DCF Signal
r,,DcfIsValid,DcfIsValid,,,,"0400",,,yesno,,,validity of DCF signal
r,,ACTOstorDetected,ACTOstorDetected,,,,"6F00",,,yesno,,,indicates that an ACTOstor has been detected
# ##### Informationen für Entwickler #####,,,,,,,,,,,,,
r,,HydraulicMap,HydraulicMap,,,,"1800",,,UCH,,,"hydraulic map (0 = H1, 3 = H4, 11 = A1, 12 = A2, 14 = A5, 15 = S1, 16 = S3a, 17 = S3b)"
r,,ActualRoomTempDesiredHc1,Raumsolltemp. HK1,,,,"6300",,,temp,,,current room setpoint considering all basic conditions passed to the control algorithms
r,,B51000M7OpModeMonitor,B51000M7OpModeMonitor,,,,"6500",,,UCH,,,"operation mode sent via B5 10 00 (0 = auto, 1 = forced off, 2 = forced CH, 3 = forced DHW)"
r,,B51000M8HeatFlowSetMonitor,B51000M8HeatFlowSetMonitor,,,,"8D00",,,D1C,,,flow temperature setpoint sent via B5 10 00 to the BMU
r,,B51000M9TappingSetMon,B51000M9TappingSetMon,,,,"5600",,,D1C,,,DHW setpoint without loading offset (for hydraulic map H1)
r,,B51000M10HwcFlowSetMon,B51000M10DHWFlowSetMon,,,,"6600",,,UCH,,,flow setpoint DHW sent via B5 10 00
r,,B51000M12DisableBitsMon,B51000M12DisableBitsMon,,,,"6700",,,UCH,,,"bits 0-7: disable CH/disable DHW tapping/disable DHW tank loading/not used/clear burner blocking DHW/dis, disable bits sent via B5 10 00 (left bit 0, right bit 7)"
r,,B51000M14Monitor,B51000M14Monitor,,,,"6800",,,UCH,,,"bits 0-7: remote control CH pump/release backup heater/release cooling/not used/left stop position DHW o, bits sent in M14 of B5 10 00 (left bit 0, right bit 7; relevant is bit 0: remote control of CH pump)"
r,,TestVarActivateFunction,TestVarActivateFunction,,,,"0B00",,,UCH,,,0=All SF_OFF11/2=1DayHolON/OFF13/4=1DayBankON/OFF19/10=1xDHWLoadON/OFF11/12=QVetoON/OFF115/16=PartyON/OFF119/20=Ventil.ON/OFF123/24=SystemOff_ON/OFF
r,,HwcOPMode,Betriebsart Warmwasserkreis,,,,"4200",,,UCH,,,"operation mode of the domestic hot water circuit set implicitly (0 = off, 1 = on, 2 = auto, 3 = auto sunday, 4 = party, 6 = one time tank loading, 7 = holiday)"
r,,BMUB51101HwcState,BMUB51101_DHWState,,,,"7500",,,UCH,,,flame is on because of either tapping or tank loading
r,,B51000TempDesiredLoadingPump,B51000SetPointLoadingPump,,,,"7B00",,,D1C,,,loading pump's setpoint sent via B5 10 00 to the BMU
r,,BMUB51101BoilerFlowTemp,BMUB51101_BoilerFlowTemp,,,,"7700",,,temp1,,,Gemessene Vorlauftemperatur am internen Sensor
r,,BMUB51101StorageTemp,Speichertemperatur Ist,,,,"7100",,,temp1,,,hot water storage temperature received via eBUS service B5 11 01
r,,BMUB51101ErrorStatus,BMUB51101_ErrorStatus,,,,"7000",,,UCH,,,error state of BMU received via eBUS service B51101
r,,StartEepromUpdate,Starte EEPROM Aktualsiserung,,,,"0E00",,,yesno,,,update of the EEPROM has to be started
r,,EepromUpdateActive,EEPROM Aktivierung aktiv,,,,"0F00",,,yesno,,,update of the EEPROM has been started
r,,ChimneySweepModeActive,Schornsteinfegerbetrieb,,,,"9000",,,yesno,,,chimney sweep mode has been enabled by the BMU
r,,HwcLoadingIn430Active,DHWLoadingIn430Active,,,,"9300",,,yesno,,,DHW-loading is active in non parallel loading cases
r,,LegioProtectActive,LegioProtectActive,,,,"7300",,,yesno,,,legionella protection is active
r,,InstallAssistant,InstallAssistant,,,,"5E00",,,onoff,,,"install assistant not active (0 = active, 1 = not active)"
r,,FactoryTestActive,Fertigungstest aktiv,,,,"1000",,,yesno,,,Factory Test Pin
r,,CPLPLast24started,CP_LPLast24started,,,,"8300",,,yesno,,,circulation respectively loading pump has been started during the last 24h
r,,PumpEnergySaveStateMonitor,PumpEnergySaveStateMonitor,,,,"9100",,,UCH,,,monitoring of the pump energy saving's state transition diagram
r,,PumpEnergySaveCalculatedTimeMonitor,PumpEnergySaveCalculatedTimeMonitor,,,,"9200",,,minutes0,,,calculated time for the heating circuit's pump's switch off time during pump energy saving function (depends on outside temperature)
r,,actoSTOROPMode,actoSTOR_OPMode,,,,"9400",,,UCH,,,state diagram actoSTOR control
r,,ClockSwitchSummerWinterDone,Umschaltung Sommer-Winterzeit erfolgt,,,,"7800",,,yesno,,,automatic switching over to/from daylight saving's time has been done
r,,MonitorEEpromInkonsiNumber,MonitorEEpromInkonsiNumber,,,,"9F00",,,HEX:8,,,identification of the last eight EEPROM inconsistencies
r,,MonitorCurrentIPart,MonitorCurrent_I_Anteil,,,,"3300",,,temp,,,current i-control value; updated every 3 minutes
r,,CountryVariant,Ländervariante,,,,"1700",,,UCH,,,"country variant (0 = west, 1 = east, 2 = all)"
r,,DisplayedRoomTemp,Raumtemperatur Ist,,,,"8000",,,temp,,,Aktuelle Raumtemperatur
r,,RaumtempIstUnten,RaumtempIstUnten,,,,"C100",,,tempsensor,,,lower room temp sensor value
r,,ADCValueTempbelow,ADCValue_T_below,,,,"4E00",,,UIN,,,lower room temp sensor ADC value
!include,timercc.inc,,,,,,,,,,,,
!include,timerhwc.inc,,,,,,,,,,,,
!include,timerhc.inc,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
