# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,70000,ctlv2,700 110,,,,,,,,,,

# ##### Generell #####,,,,,,,,,,,,,
#r;w,,Hc1Unknown11,(konstant 20) Temperatur Heizkreis 1,,,,1100,,,tempv,,,unknown value for Hc1
r;w,,Hc1MinFlowTempDesired,MinFlowTempDesired Heizkreis 1,,,,1200,,,tempv,,,minimum flow temperature setpoint (end emphasis) of Hc1
r;w,,Hc1SummerTempLimit,AT-Abschaltgrenze Heizkreis 1,,,,1400,,,tempv,,,if outside temperature > summer limit => heating is OFF;applies to comfort and night setback setpoint
r;w,,Hc1RoomTempSwitchOn,RoomTempSwitchOn Heizkreis 1,,,,1500,,,rcmode,,,room temperature modulation of Hc1
r,,Hc1MixerMovement,MixerMovement Heizkreis 1,,,,1A00,,,EXP,,,"status of mixer (<0 closing, >0 opening)"
r,,Hc1HeatCurveAdaption,Anpassung Heizkurve Heizkreis 1,,,,1C00,,,EXP,,,adaption applied to heating curve of Hc1
r;w,,Hc1Status,Status Heizkreis 1,,,,1B00,,,UCH,,,status of zone 1
r;w,,Hc1PumpStatus,PumpStatus Heizkreis 1,,,,1E00,,,UIN,,,pump status of zone 1

# ##### Zone 1 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000300,,,IGN:4,,,
*w,,,,,,B524,02010300,,,,,,
r;w,,z1CoolingTemp,Kühlsolltemperatur Zone 1,,,,0200,,,tempv,,,desired cooling setpoint for zone 1
r;w,,z1HolidayStartPeriod,Ferienzeitraum Start Zone 1,,,,0300,,,hfrom,,,start date of holidays for zone 1
r;w,,z1HolidayEndPeriod,Ferienzeitraum Ende Zone 1,,,,0400,,,hto,,,end date of holidays for zone 1
r;w,,z1HolidayTemp,Raumsollwert Ferienbetrieb Zone 1,,,,0500,,,tempv,,,holiday setpoint for zone 1
r1;w,,z1OpMode,Betriebsart Zone 1,,,,0600,,,opmode,,,operation mode of zone 1
#r;w,,z1DayTemp,Solltemperatur Zone 1,,,,0700,,,tempv,,,day setpoint for zone 1
r;w,,z1QuickVetoTemp,Quick Veto Temperatur Zone 1,,,,0800,,,tempv,,,manual override setpoint for zone 1
r;w,,z1NightTemp,Absenktemperatur Zone 1,,,,0900,,,tempv,,,night setpoint for zone 1
#r;w,,z1BankHolidayStartPeriod,Bank Feiertag Start Zone 1,,,,0C00,,,hfrom,,,start date of bank holidays for zone 1
#r;w,,z1BankHolidayEndPeriod,Bank Feiertag Ende Zone 1,,,,0D00,,,hto,,,end date of bank holidays for zone 1
r;w,,z1SFMode,SFMode Zone 1,,,,0E00,,,sfmode,,,
r1,,z1RoomTemp,Raumisttemperatur Zone 1,,,,0F00,,,tempv,,,aktuelle Raumtemperatur in Zone 1
r3;w,,300_10,TBD,,,,1000,,,UCH,,,TBD
r3;w,,300_11,TBD,,,,1100,,,UCH,,,TBD
r;w,,z1ValveStatus,Ventilstatus Zone 1,,,,1200,,,UCH,,,valve status of zone 1
r;w,,z1RoomZoneMapping,Raumregler Zuordnung Zone 1,,,,1300,,,zmapping,,,configures which room temperature is assigned to zone 1
r;w,,z1ActualRoomTempDesired,Raumsolltemperatur Zone 1,,,,1400,,,tempv,,,current room setpoint considering all basic conditions passed to the control algorithms
#r;w,,z1Unknown15Temp,(in FlüsterBetrieb 24 sonst 99 - max.Lüfterstufe?) Temperatur Zone 1,,,,1500,,,tempv,,,unknown value for zone 1
r;w,,z1Shortname,Kurzbezeichnung Zone 1,,,,1600,,,shortname,,,short name of zone 1
r;w,,z1Name1,Bezeichnung Zone 1 Teil 1,,,,1700,,,zname,,,name of zone 1
r;w,,z1Name2,Bezeichnung Zone 1 Teil 2,,,,1800,,,zname,,,name of zone 1
r;w,,300_19,TBD,,,,1900,,,UCH,,,TBD
r;w,,300_1A,TBD,,,,1A00,,,UCH,,,TBD
r;w,,300_1C,TBD,,,,1C00,,,UCH,,,TBD
r;w,,z1DayTemp,Solltemperatur Zone 1,,,,2200,,,tempv,,,day setpoint for zone 1
r;w,,300_25,TBD,,,,2500,,,UCH,,,TBD
r;w,,300_27,TBD,,,,2700,,,UCH,,,TBD
r;w,,300_29,TBD,,,,2900,,,UCH,,,TBD
r;w,,300_2A,TBD,,,,2A00,,,UCH,,,TBD
r;w,,z1Humidity,Luftfeuchte Raum,,,,2800,,,EXP,,,Luftfeuchte
r;w,,300_2B,TBD,,,,2B00,,,UCH,,,TBD
r;w,,300_2C,TBD,,,,2C00,,,UCH,,,TBD
r;w,,300_2D,TBD,,,,2D00,,,UCH,,,TBD
r;w,,300_2E,TBD,,,,2E00,,,UCH,,,TBD

# ##### Zeitprogramme #####,,,,,,,,,,,,,
#*r,,,,,,,,,,,,,
#r,,unknownValue.a0,(3Zonen;HWC&CC = konstanter Wert. Generelle Konfiguration?),,,B555,a0,,,HEX:8,,,Erstes Byte = Zonenanzahl?
#r,,unknownValue.a1,(3Zonen;HWC&CC = Leerer Wert. Lüftung;Pumpe;etc oder Fehler?),,,B555,a1,,,,,,
#r,,unknownValue.a2,(3Zonen;HWC&CC = Leerer Wert. Lüftung;Pumpe;etc oder Fehler?),,,B555,a2,,,,,,

# Schaltzeiten Warmwasser,,,,,,,,,,,,,
*r,,,,,,B555,a50002,,,,,,
*w,,,,,,B555,a60002,,,,,,
r,,hwcTimer.Config,Zeitfenster Konfiguration(aktuell statisch? Beschreibt eine Art Funktionalitätsumfang),,,B555,a30002,,,HEX:9,,,Konfiguration
r,,hwcTimer.Timeframes,Zeitfenster Anzahl,,,B555,a40002,,,slotCountWeek,,,Anzahl der eingestellten Slots pro Wochentag
r,,hwcTimer.Monday0,Zeitfenster Montag 1,,,,0000,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Monday1,Zeitfenster Montag 2,,,,0001,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Monday2,Zeitfenster Montag 3,,,,0002,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Tuesday0,Zeitfenster Dienstag 1,,,,0100,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Tuesday1,Zeitfenster Dienstag 2,,,,0101,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Tuesday2,Zeitfenster Dienstag 3,,,,0102,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Wednesday0,Zeitfenster Mittwoch 1,,,,0200,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Wednesday1,Zeitfenster Mittwoch 2,,,,0201,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Wednesday2,Zeitfenster Mittwoch 3,,,,0202,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Thursday0,Zeitfenster Donnerstag 1,,,,0300,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Thursday1,Zeitfenster Donnerstag 2,,,,0301,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Thursday2,Zeitfenster Donnerstag 3,,,,0302,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Friday0,Zeitfenster Freitag 1,,,,0400,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Friday1,Zeitfenster Freitag 2,,,,0401,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Friday2,Zeitfenster Freitag 3,,,,0402,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Saturday0,Zeitfenster Samstag 1,,,,0500,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Saturday1,Zeitfenster Samstag 2,,,,0501,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Saturday2,Zeitfenster Samstag 3,,,,0502,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Sunday0,Zeitfenster Sonntag 1,,,,0600,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Sunday1,Zeitfenster Sonntag 2,,,,0601,,,rTimeSlotWithTemp,,,
r,,hwcTimer.Sunday2,Zeitfenster Sonntag 3,,,,0602,,,rTimeSlotWithTemp,,,
w,,hwcTimer.Monday,Zeitfenster Montag,,,,00,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Tuesday,Zeitfenster Dienstag,,,,01,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Wednesday,Zeitfenster Mittwoch,,,,02,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Thursday,Zeitfenster Donnerstag,,,,03,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Friday,Zeitfenster Freitag,,,,04,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Saturday,Zeitfenster Samstag,,,,05,,,wTimeSlotWithoutTemp,,,
w,,hwcTimer.Sunday,Zeitfenster Sonntag,,,,06,,,wTimeSlotWithoutTemp,,,

# Zeitprogramm Zirkulationspumpe,,,,,,,,,,,,,
*r,,,,,,B555,a50003,,,,,,
*w,,,,,,B555,a60003,,,,,,
r,,ccTimer.Config,Zeitfenster Konfiguration(aktuell statisch? Beschreibt eine Art Funktionalitätsumfang),,,B555,a30003,,,HEX:9,,,Konfiguration
r,,ccTimer.Timeframes,Zeitfenster Anzahl,,,B555,a40003,,,slotCountWeek,,,Anzahl der eingestellten Slots pro Wochentag
r,,ccTimer.Monday0,Zeitfenster Montag 1,,,,0000,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Monday1,Zeitfenster Montag 2,,,,0001,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Monday2,Zeitfenster Montag 3,,,,0002,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Tuesday0,Zeitfenster Dienstag 1,,,,0100,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Tuesday1,Zeitfenster Dienstag 2,,,,0101,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Tuesday2,Zeitfenster Dienstag 3,,,,0102,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Wednesday0,Zeitfenster Mittwoch 1,,,,0200,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Wednesday1,Zeitfenster Mittwoch 2,,,,0201,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Wednesday2,Zeitfenster Mittwoch 3,,,,0202,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Thursday0,Zeitfenster Donnerstag 1,,,,0300,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Thursday1,Zeitfenster Donnerstag 2,,,,0301,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Thursday2,Zeitfenster Donnerstag 3,,,,0302,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Friday0,Zeitfenster Freitag 1,,,,0400,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Friday1,Zeitfenster Freitag 2,,,,0401,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Friday2,Zeitfenster Freitag 3,,,,0402,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Saturday0,Zeitfenster Samstag 1,,,,0500,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Saturday1,Zeitfenster Samstag 2,,,,0501,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Saturday2,Zeitfenster Samstag 3,,,,0502,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Sunday0,Zeitfenster Sonntag 1,,,,0600,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Sunday1,Zeitfenster Sonntag 2,,,,0601,,,rTimeSlotWithoutTemp,,,
r,,ccTimer.Sunday2,Zeitfenster Sonntag 3,,,,0602,,,rTimeSlotWithoutTemp,,,
w,,ccTimer.Monday,Zeitfenster Montag,,,,00,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Tuesday,Zeitfenster Dienstag,,,,01,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Wednesday,Zeitfenster Mittwoch,,,,02,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Thursday,Zeitfenster Donnerstag,,,,03,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Friday,Zeitfenster Freitag,,,,04,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Saturday,Zeitfenster Samstag,,,,05,,,wTimeSlotWithoutTemp,,,
w,,ccTimer.Sunday,Zeitfenster Sonntag,,,,06,,,wTimeSlotWithoutTemp,,,

# Zeitprogramme Zone 1,,,,,,,,,,,,,
*r,,,,,,B555,a50000,,,,,,
*w,,,,,,B555,a60000,,,,,,
r,,z1Timer.Config,Zeitfenster Konfiguration(aktuell statisch? Beschreibt eine Art Funktionalitätsumfang),,,B555,a30000,,,HEX:9,,,Konfiguration
r,,z1Timer.Timeframes,Zeitfenster Anzahl,,,B555,a40000,,,slotCountWeek,,,Anzahl der eingestellten Slots pro Wochentag
r,,z1Timer.Monday0,Zeitfenster Heizen Montag 1,,,,0000,,,rTimeSlotWithTemp,,,
r,,z1Timer.Monday1,Zeitfenster Heizen Montag 2,,,,0001,,,rTimeSlotWithTemp,,,
r,,z1Timer.Monday2,Zeitfenster Heizen Montag 3,,,,0002,,,rTimeSlotWithTemp,,,
r,,z1Timer.Tuesday0,Zeitfenster Heizen Dienstag 1,,,,0100,,,rTimeSlotWithTemp,,,
r,,z1Timer.Tuesday1,Zeitfenster Heizen Dienstag 2,,,,0101,,,rTimeSlotWithTemp,,,
r,,z1Timer.Tuesday2,Zeitfenster Heizen Dienstag 3,,,,0102,,,rTimeSlotWithTemp,,,
r,,z1Timer.Wednesday0,Zeitfenster Heizen Mittwoch 1,,,,0200,,,rTimeSlotWithTemp,,,
r,,z1Timer.Wednesday1,Zeitfenster Heizen Mittwoch 2,,,,0201,,,rTimeSlotWithTemp,,,
r,,z1Timer.Wednesday2,Zeitfenster Heizen Mittwoch 3,,,,0202,,,rTimeSlotWithTemp,,,
r,,z1Timer.Thursday0,Zeitfenster Heizen Donnerstag 1,,,,0300,,,rTimeSlotWithTemp,,,
r,,z1Timer.Thursday1,Zeitfenster Heizen Donnerstag 2,,,,0301,,,rTimeSlotWithTemp,,,
r,,z1Timer.Thursday2,Zeitfenster Heizen Donnerstag 3,,,,0302,,,rTimeSlotWithTemp,,,
r,,z1Timer.Friday0,Zeitfenster Heizen Freitag 1,,,,0400,,,rTimeSlotWithTemp,,,
r,,z1Timer.Friday1,Zeitfenster Heizen Freitag 2,,,,0401,,,rTimeSlotWithTemp,,,
r,,z1Timer.Friday2,Zeitfenster Heizen Freitag 3,,,,0402,,,rTimeSlotWithTemp,,,
r,,z1Timer.Saturday0,Zeitfenster Heizen Samstag 1,,,,0500,,,rTimeSlotWithTemp,,,
r,,z1Timer.Saturday1,Zeitfenster Heizen Samstag 2,,,,0501,,,rTimeSlotWithTemp,,,
r,,z1Timer.Saturday2,Zeitfenster Heizen Samstag 3,,,,0502,,,rTimeSlotWithTemp,,,
r,,z1Timer.Sunday0,Zeitfenster Heizen Sonntag 1,,,,0600,,,rTimeSlotWithTemp,,,
r,,z1Timer.Sunday1,Zeitfenster Heizen Sonntag 2,,,,0601,,,rTimeSlotWithTemp,,,
r,,z1Timer.Sunday2,Zeitfenster Heizen Sonntag 3,,,,0602,,,rTimeSlotWithTemp,,,
w,,z1Timer.Monday,Zeitfenster Heizen Montag,,,,00,,,wTimeSlotWithTemp,,,
w,,z1Timer.Tuesday,Zeitfenster Heizen Dienstag,,,,01,,,wTimeSlotWithTemp,,,
w,,z1Timer.Wednesday,Zeitfenster Heizen Mittwoch,,,,02,,,wTimeSlotWithTemp,,,
w,,z1Timer.Thursday,Zeitfenster Heizen Donnerstag,,,,03,,,wTimeSlotWithTemp,,,
w,,z1Timer.Friday,Zeitfenster Heizen Freitag,,,,04,,,wTimeSlotWithTemp,,,
w,,z1Timer.Saturday,Zeitfenster Heizen Samstag,,,,05,,,wTimeSlotWithTemp,,,
w,,z1Timer.Sunday,Zeitfenster Heizen Sonntag,,,,06,,,wTimeSlotWithTemp,,,

# Zeitprogramme Flüstermodus,,,,,,,,,,,,,
*r,,,,,,B555,a50004,,,,,,
*w,,,,,,B555,a60004,,,,,,
r,,noiseReductionTimer.Config,Zeitfenster Konfiguration(aktuell statisch? Beschreibt eine Art Funktionalitätsumfang),,,B555,a30004,,,HEX:9,,,Konfiguration
r,,noiseReductionTimer.Timeframes,Zeitfenster Anzahl,,,B555,a40004,,,slotCountWeek,,,Anzahl der eingestellten Slots pro Wochentag
r,,noiseReductionTimer.Monday0,Zeitfenster Heizen Montag 1,,,,0000,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Monday1,Zeitfenster Heizen Montag 2,,,,0001,,,rTimeSlotWithTemp,,,
