r,,RunTimeBufferPumpHours,Laufzeit Pufferpumpe,,,,"4C00",,,hoursum2,,,Laufzeit der Pufferpumpe (Stunden Anteil),,,
r,,MonitorOverheatState,MonitorOverheatState,,,,"4F00",,,UCH,,,111: Waiting; 112 and 113: Temperature to high; 220 and 221: In Overheat protection,,,
r,,MonitorMatlabHwcCalculation,Monitor_Matlab_DHW_Calculation,,,,"5300",,,SIN,,,,,,
r,,MonitorMatlabHcCalculation,Monitor_Matlab_CH_Calculation,,,,"5400",,,SIN,,,,,,
r;wi,,SolarYieldTotal,Solarertrag gesamt,,,,"5600",,,energy4,,,Kumulierter Solarertrag seit Installation,,,
# Fehlerliste,,,,,,,,,,,,,,,,
*r,,,,,,"B503","00",,,,,,,,,
r,,currenterror,Aktuelle Fehler,,,,01,,,errors,,,,,,
# Fehlerhistorie,,,,,,,,,,,,,,,,
*r,,,,,,"B503","01",,,,,,,,,
*wi,#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Fehlerhistorie,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Fehlerhistorie: löschen,,,,01,cleared,s,yesno,,,,,,
