r,,OutsideTempCorrection,Außentemp. Sensor Korrektur,,,,"2D00",,,temps,,,Correction for outside temperature sensor,,,
r,,BoilerMaxPreShutdown,Kesselvorabschaltung,,,,"3900",,,minutes0,,,Maximal Boiler preshutdown time,,,
r,,HcFlowIncrease,Temperaturüberhöhung,,,,"3A00",,,calibration0,,,Offset added to flow temperature,,,
r,,FrostProtectDelay,Frostschutz-Verzögerung,,,,"4900",,,hours,,,Delay time of frost protection,,,
r,,HydraulicScheme,Hydraulikplan,,,,"6000",,,UCH,,,,,,
[SW>=401]r,,EnergyDemandNotReachedDelay,Verzögerung Fehler Wärmebedarf nicht gedeckt,,,,"7B00",,,hours,,,Delay time for not reached temperature,,,
r,,EnergyDemandPercentage,EnergyDemandPercentage,,,,"7E00",,,percent0,,,Flow temperature's maximum deviation from setpoint for set delay time,,,
r;w,,OtShutdownLimit,Außentemp. Abschaltgrenze,,,,"3600",,,desiredtemp,,,"For outside temperatures higher than this, there is no heat demand generated anymore",,,
r;w,,FlowTempMin,Min. Vorlauftemp.,,,,"3000",,,temp0,,,For a heat demand the desired flow temperature will at least be this value,,,
r;w,,TempDesiredLow,Absenksollwert,,,,"3300",,,temp1,,,Night temperature setpoint of the burner circuit,,,
r;wi,,BoilerCircuitDisabled,Brennerkreis deaktiviert,,,,"AA00",,,yesno,,,Disable the burner circuit?,,,
r;w,,OperatingMode,Betriebsart,,,,"2B00",,,mcmode,,,Operating mode of burner circuit,,,
r;w,,FlowTempMax,Max. Vorlauftemp.,,,,"3100",,,temp0,,,For a heat demand the desired flow temperature will maximal be this value,,,
r;w,,TempDesired,Solltemperatur,,,,"3200",,,temp1,,,Day temperature setpoint of the burner circuit,,,
r;w,,HeatingCurve,Heizkurve,,,,"3500",,,curve,,,Heating curve,,,
[SW<=400]r;w,,HcMaxPreHeating,Max. Voraufheizung,,,,"3800",,,hours,,,The heating start before a time window could shifted forwards maximal this time (related to the outside temperature),,,
[SW>=401]r;wi,,HcMaxPreHeating,Max. Voraufheizung,,,,"3800",,,UCH,,min / 5,maximum time central heating is released in advance of the first time window (time is adjusted according to current outside temperature),,,
r;w,,TeleswitchOperatingMode,TeleSWITCH Betriebsart,,,,"3F00",,,mcmode,,,If the tele switch port is activated the burner circuit operates in this mode,,,
# BK1: Betriebsart,,,,,,,,,,,,,,,,
*r,hc,,,,,"B504",,,,,,,,,,
r,,Mode,Betriebsart,,,B510,00,mode,,UCH,0=off;1=standby;2=heat;3=water,,,,,
r,,DateTime,Datum Uhrzeit,,,,00,,,dcfstate;btime;bdate;temp2,,,,,,
r,,Status,Status,,,B511,03,,,temp;press;press;HEX:4,,,,,,
r,,Status01,Vorlauftemperatur/Rücklauftemperatur/Aussentemperatur/WW Temperatur/Speichertemperatur/Pumpenstatus,,,B511,01,,,temp1;temp1;temp2;temp1;temp1;pumpstate,,,,,,
r,,Status02,Betriebsart/Maximaltemperatur/ReglerCurrentTEMP/Maximaltemperatur/ReglerCurrentTemp,,,B511,02,,,hwcmode;temp0;temp1;temp0;temp1,,,,,,
r,,Status16,Aussentemperatur,,,,16,,,temp,,,,,,
# BK1: Zeitprogramm,,,,,,,,,,,,,,,,
*r,hc,,,,,"B504",,,,,,,,,,
*w,hc,,,,,"B505","09",,,,,,,,,
r,,Timer.Monday,Zeitfenster Montag,,,,02,,,timer,,,,,,
r,,Timer.Tuesday,Zeitfenster Dienstag,,,,03,,,timer,,,,,,
r,,Timer.Wednesday,Zeitfenster Mittwoch,,,,04,,,timer,,,,,,
r,,Timer.Thursday,Zeitfenster Donnerstag,,,,05,,,timer,,,,,,
r,,Timer.Friday,Zeitfenster Freitag,,,,06,,,timer,,,,,,
r,,Timer.Saturday,Zeitfenster Samstag,,,,07,,,timer,,,,,,
r,,Timer.Sunday,Zeitfenster Sonntag,,,,08,,,timer,,,,,,
w,,Timer.Monday,Zeitfenster Montag,,,,01,,,timer,,,,,,
w,,Timer.Tuesday,Zeitfenster Dienstag,,,,02,,,timer,,,,,,
w,,Timer.Wednesday,Zeitfenster Mittwoch,,,,03,,,timer,,,,,,
w,,Timer.Thursday,Zeitfenster Donnerstag,,,,04,,,timer,,,,,,
w,,Timer.Friday,Zeitfenster Freitag,,,,05,,,timer,,,,,,
w,,Timer.Saturday,Zeitfenster Samstag,,,,06,,,timer,,,,,,
w,,Timer.Sunday,Zeitfenster Sonntag,,,,07,,,timer,,,,,,
# Fehlerliste,,,,,,,,,,,,,,,,
*r,hc,,,,,"B503","00",,,,,,,,,
r,,currenterror,Aktuelle Fehler,,,,01,,,errors,,,,,,
# Fehlerhistorie,,,,,,,,,,,,,,,,
*r,hc,,,,,"B503","01",,,,,,,,,
*wi,hc#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Fehlerhistorie,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Fehlerhistorie: löschen,,,,01,cleared,s,yesno,,,,,,
