r;w,,FlowTempMin,MinFlowTemp1,,,,"3000",,,temp0,,,For a heat demand the desired flow temperature will at least be this value,,,
r;w,,TempDesiredLow,DesiredLowTemperature1,,,,"3300",,,temp1,,,Night temperature setpoint of the circuit,,,
r;wi,,CfgHeatSinkType,CfgHeatSinkType1,,,,"3C00",,,UCH,0=disabled;1=mixer;2=water;3=fixvalue;4=backflow,,Type of the configurable mixer circuit,,,
r;w,,HcPumpIdlePeriod,HcPumpIdlePeriod1,,,,"4F00",,,minutes0,,,Time pump is not running in a pause at least,,,
r,,MixerDutyCycle,Mixer1DutyCycle1,,,,"0E00",,,SCH,,,"Telswitch,Pump,Circulation pump,DHW rewquest,DHW permittion",,,
r;w,,OperatingMode,Operating mode,,,,"2B00",,,mcmode,,,Operating mode of mixer circuit,,,
r;w,,FlowTempMax,MaxFlowTemp1,,,,"3100",,,temp0,,,For a heat demand the desired flow temperature will maximal be this value,,,
r;w,,TempDesired,DesiredTemperature1,,,,"3200",,,temp1,,,Day temperature setpoint of the circuit,,,
r;w,,HeatingCurve,Heating curve,,,,"3500",,,curve,,,Heating curve,,,
[SW>=401]r;wi,,HcMaxPreHeating,HcMaxPreHeating1,,,,"3800",,,UCH,,min / 5,maximum time central heating is released in advance of the first time window (time is adjusted according to current outside temperature),,,
[SW<=400]r;w,,HcMaxPreHeating,HcMaxPreHeating1,,,,"3800",,,hours,,,The heating start before a time window could shifted forwards maximal this time (related to the outside temperature),,,
r,,FloorPavingDryingDay,FloorPavingDryingDay1,,,,"3B00",,,UCH,,,Current day of floor paving drying routine,,,
r;w,,TeleswitchOperatingMode,TeleswitchOperatingMode1,,,,"3F00",,,mcmode,,,If the tele switch port is activated the mixer circuit operates in this mode,,,
# MK1: Operation mode,,,,,,,,,,,,,,,,
*r,mc,,,,,"B504",,,,,,,,,,
r,,Mode,Operation mode,,,,01,,,temp0;mcmode;IGN:2;HEX;IGN;onoff;IGN,,,,,,
r,,DateTime,Date Time,,,,00,,,dcfstate;btime;bdate;temp2,,,,,,
r,,Status,Status,,,,0D,,,temp0;onoff;temp;temp0,,,,,,
r,,Status16,Outsidetemperature,,,,16,,,temp,,,,,,
# MK1: Time programme,,,,,,,,,,,,,,,,
*r,mc,,,,,"B504",,,,,,,,,,
*w,mc,,,,,"B505","09",,,,,,,,,
r,,Timer.Monday,Periods Monday,,,,02,,,timer,,,,,,
r,,Timer.Tuesday,Periods Tuesday,,,,03,,,timer,,,,,,
r,,Timer.Wednesday,Periods Wednesday,,,,04,,,timer,,,,,,
r,,Timer.Thursday,Periods Thursday,,,,05,,,timer,,,,,,
r,,Timer.Friday,Periods Friday,,,,06,,,timer,,,,,,
r,,Timer.Saturday,Periods Saturday,,,,07,,,timer,,,,,,
r,,Timer.Sunday,Periods Sunday,,,,08,,,timer,,,,,,
w,,Timer.Monday,Periods Monday,,,,01,,,timer,,,,,,
w,,Timer.Tuesday,Periods Tuesday,,,,02,,,timer,,,,,,
w,,Timer.Wednesday,Periods Wednesday,,,,03,,,timer,,,,,,
w,,Timer.Thursday,Periods Thursday,,,,04,,,timer,,,,,,
w,,Timer.Friday,Periods Friday,,,,05,,,timer,,,,,,
w,,Timer.Saturday,Periods Saturday,,,,06,,,timer,,,,,,
w,,Timer.Sunday,Periods Sunday,,,,07,,,timer,,,,,,
# Current errorlist,,,,,,,,,,,,,,,,
*r,mc,,,,,"B503","00",,,,,,,,,
r,,currenterror,Current errors,,,,01,,,errors,,,,,,
# Error history,,,,,,,,,,,,,,,,
*r,mc,,,,,"B503","01",,,,,,,,,
*wi,mc#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Error history,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Error history: clear,,,,01,cleared,s,yesno,,,,,,
# MK1: Room offset calculation,,,,,,,,,,,,,,,,
*w,mc,,,,,"B505","2d",,,,,,,,,
w,,RoomTempOffset,Room offset calculation,,,,,,,temp,,,,,,
# MK1: quick commands,,,,,,,,,,,,,,,,
*w,mc,,,,,"B505",,,,,,,,,,
w,,party,quick - party,,,,05,,,onoff,,,,,,
w,,load,quick - hot water tank filling,,,,06,,,onoff,,,,,,
w,,save,quick - cleaning lady,,,,07,,,TTH,,,,,,
