r,,IsInBoostMode,IsInBoostMode,,,,"3900",,,onoff,,,heatpump in boost mode,,,
r,,QuickVetoStart,QuickVetoStart,,,,"4500",,,yesno,,,Signal for starting quick veto (will be reset after quick veto has been started),,,
r,,LpZpMaPort,Lp_Zp_Ma_Port,,,,"5400",,,onoff,,,multifunction-output port replay,,,
r,,Hc1PumpKol1PP1Port,Hk1P_Kol1P_P1_Port,,,,"5500",,,onoff,,,collector 1 pump port replay,,,
r,,Hc2aLegPumpP2Port,Hk2a_LegP_P2_Port,,,,"5700",,,onoff,,,legionella pump port replay,,,
r,,Hc2zPort,Hk2z_Port,,,,"5800",,,onoff,,,Port replay,,,
# Current errorlist,,,,,,,,,,,,,,,,
*r,sc,,,,,"B503","00",,,,,,,,,
r,,currenterror,Current errors,,,,01,,,errors,,,,,,
# Error history,,,,,,,,,,,,,,,,
*r,sc,,,,,"B503","01",,,,,,,,,
*wi,sc#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Error history,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Error history: clear,,,,01,cleared,s,yesno,,,,,,
