r,,BoilerMaxPreShutdown,BoilerMaxPreShutdown,,,,"3900",,,minutes0,,,Maximal Boiler preshutdown time,,,
r,,HcFlowIncrease,HcFlowIncrease,,,,"3A00",,,calibration0,,,Offset added to flow temperature,,,
r,,FrostProtectDelay,FrostProtectDelay,,,,"4900",,,hours,,,Delay time of frost protection,,,
r,,HydraulicScheme,Hzdraulic plan,,,,"6000",,,UCH,,,,,,
[SW>=401]r,,EnergyDemandNotReachedDelay,EnergyDemandNotReachedDelay,,,,"7B00",,,hours,,,Delay time for not reached temperature,,,
r,,EnergyDemandPercentage,EnergyDemandPercentage,,,,"7E00",,,percent0,,,Flow temperature's maximum deviation from setpoint for set delay time,,,
r;w,,OtShutdownLimit,OtShutdownLimit,,,,"3600",,,desiredtemp,,,"For outside temperatures higher than this, there is no heat demand generated anymore",,,
r;w,,FlowTempMin,MinFlowTemp,,,,"3000",,,temp0,,,For a heat demand the desired flow temperature will at least be this value,,,
r;w,,TempDesiredLow,DesiredLowTemperature,,,,"3300",,,temp1,,,Night temperature setpoint of the burner circuit,,,
r;wi,,BoilerCircuitDisabled,BurnerCircuitDisabled,,,,"AA00",,,yesno,,,Disable the burner circuit?,,,
r;w,,OperatingMode,OperatingMode,,,,"2B00",,,mcmode,,,Operating mode of burner circuit,,,
r;w,,FlowTempMax,MaxFlowTemp,,,,"3100",,,temp0,,,For a heat demand the desired flow temperature will maximal be this value,,,
r;w,,TempDesired,DesiredTemperature,,,,"3200",,,temp1,,,Day temperature setpoint of the burner circuit,,,
r;w,,HeatingCurve,Heating curve,,,,"3500",,,curve,,,Heating curve,,,
[SW<=400]r;w,,HcMaxPreHeating,HcMaxPreHeating,,,,"3800",,,hours,,,The heating start before a time window could shifted forwards maximal this time (related to the outside temperature),,,
[SW>=401]r;wi,,HcMaxPreHeating,HcMaxPreHeating,,,,"3800",,,UCH,,min / 5,maximum time central heating is released in advance of the first time window (time is adjusted according to current outside temperature),,,
r;w,,TeleswitchOperatingMode,TeleswitchOperatingMode,,,,"3F00",,,mcmode,,,If the tele switch port is activated the burner circuit operates in this mode,,,
# BK1: Operation mode,,,,,,,,,,,,,,,,
*r,hc,,,,,"B504",,,,,,,,,,
r,,Mode,Operation mode,,,B510,00,mode,,UCH,0=off;1=standby;2=heat;3=water,,,,,
r,,DateTime,Date Time,,,,00,,,dcfstate;btime;bdate;temp2,,,,,,
r,,Status,Status,,,B511,03,,,temp;press;press;HEX:4,,,,,,
r,,Status01,Temp heating flow/Temp heating return/Outsidetemperature/Temp warm water/Tanktemperture/Pump Status,,,B511,01,,,temp1;temp1;temp2;temp1;temp1;pumpstate,,,,,,
r,,Status02,Operation mode/MaximalTemperature/ReglerCurrentTEMP/MaximalTemperature/ReglerCurrentTemp,,,B511,02,,,hwcmode;temp0;temp1;temp0;temp1,,,,,,
r,,Status16,Outsidetemperature,,,,16,,,temp,,,,,,
# BK1: Time programme,,,,,,,,,,,,,,,,
*r,hc,,,,,"B504",,,,,,,,,,
*w,hc,,,,,"B505","09",,,,,,,,,
r,,Timer.Monday,Periods Monday,,,,02,,,timer,,,,,,
r,,Timer.Tuesday,Periods Tuesday,,,,03,,,timer,,,,,,
r,,Timer.Wednesday,Periods Wednesday,,,,04,,,timer,,,,,,
r,,Timer.Thursday,Periods Thursday,,,,05,,,timer,,,,,,
r,,Timer.Friday,Periods Friday,,,,06,,,timer,,,,,,
r,,Timer.Saturday,Periods Saturday,,,,07,,,timer,,,,,,
r,,Timer.Sunday,Periods Sunday,,,,08,,,timer,,,,,,
w,,Timer.Monday,Periods Monday,,,,01,,,timer,,,,,,
w,,Timer.Tuesday,Periods Tuesday,,,,02,,,timer,,,,,,
w,,Timer.Wednesday,Periods Wednesday,,,,03,,,timer,,,,,,
w,,Timer.Thursday,Periods Thursday,,,,04,,,timer,,,,,,
w,,Timer.Friday,Periods Friday,,,,05,,,timer,,,,,,
w,,Timer.Saturday,Periods Saturday,,,,06,,,timer,,,,,,
w,,Timer.Sunday,Periods Sunday,,,,07,,,timer,,,,,,
# Current errorlist,,,,,,,,,,,,,,,,
*r,hc,,,,,"B503","00",,,,,,,,,
r,,currenterror,Current errors,,,,01,,,errors,,,,,,
# Error history,,,,,,,,,,,,,,,,
*r,hc,,,,,"B503","01",,,,,,,,,
*wi,hc#install,,,,,"B503","02",,,,,,,,,
r,,errorhistory,Error history,,,,01,index,m,UCH,,,,,,errorhistory
wi,,clearerrorhistory,Error history: clear,,,,01,cleared,s,yesno,,,,,,
