r;wi,,ComfTempEnabled,,,,,"3A00",,,onoff,,,
r;wi,,ComfTempDesired,,,,,"3B00",,,temp;temp;temp;temp,,,
r;wi,,FrostProtectDelay,,,,,"3C00",,,UCH,,,
r;wi,,HydraulicScheme,,,,,"3D00",,,UCH,,,
r;wi,,SolHwcMaxLoadTemp,,,,,"3E00",,,HEX:2,,,
r;wi,,ONDiff,,,,,"3F00",,,UCH,,,
r;wi,,OffDiff,,,,,"4000",,,UCH,,,
r;wi,,LegioProtectionEnabled,,,,,"4100",,,yesno,,,
r;wi,,FillmodeStartTime,,,,,"4200",,,UCH,,,
r;wi,,OperatingmodeStartTime,,,,,"4300",,,UCH,,,
r;wi,,NumCollPanels,,,,,"4400",,,UCH,,,
r;wi,,SolPumpBlockingTime,,,,,"4500",,,UCH,,,
r;wi,,LoadingDelayEnabled,,,,,"4600",,,onoff,,,
r;wi,,SolFlowRate,Solar flow rate [l/h],,,,"4700",,,UIN,,,
r;wi,,EDControlEnabled,,,,,"4800",,,onoff,,,
r;wi,,ResetYield,,,,,"4900",,,onoff,,,
r;wi,,ResetOperatingTimes,,,,,"4A00",,,onoff,,,
r;wi,,PumpPower,,,,,"4B00",,,power,,,
r;wi,,StartCircuitAeration,,,,,"4C00",,,onoff,,,
r;wi,,HeatingCurve,,,,,"4D00",,,curve,,,
r;wi,,ControlMode,,,,,"4E00",,,SCH,,,
r;wi,,OtShutdownLimit,,,,,"4F00",,,temp,,,
r;wi,,FlowTempMin,,,,,"5000",,,temp,,,
r;wi,,DisableAutoSync,,,,,"5100",,,UCH,,,
r;wi,,ONMINDiff,,,,,"5200",,,UCH,,,
r;wi,,ONMAXDiff,,,,,"5300",,,UCH,,,
r;wi,,HydraulicMixer,,,,,"5400",,,onoff,,,
r;wi,,eBUSFifoDiffCntMax,,,,,"5500",,,UCH,,,
r;wi,,ZweipunktAnalogSlct,,,,,"5600",,,UCH,,,
r;wi,,ActualRoomTempDesired,Actual roomtemperature setpoint [°C],,,,"5700",,,temp,,,
r;wi,,WeekDayProgSwitch,,,,,"5800",,,onoff,,,
r;wi,,OperatingModeHwc,,,,,"5900",,,mcmode,,,
r;wi,,RTCAdjustment,,,,,"5A00",,,SIN,,,
r;wi,,EEpromMaxInkonsCnt,,,,,"5B00",,,UIN,,,
r;wi,,POCResetCnt,,,,,"5C00",,,UIN,,,
r;wi,,WDResetCnt,,,,,"5D00",,,UIN,,,
r;wi,,LVResetCnt,,,,,"5E00",,,UIN,,,
r;wi,,CMResetCnt,,,,,"5F00",,,UIN,,,
r;wi,,COMErrorCnt,,,,,"6000",,,UIN,,,
r;wi,,VariantDKRefreshCnt,,,,,"6100",,,UCH,,,
[SW>=141]r;ws,,DisplayedRoomTemp,,,,,"6600",,,temp,,,
