# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,70000,VRC 700,700 110,,,,,,,,,,
# ##### Generell #####,,,,,,,,,,,,,
r,,Hc2FlowTemp,FlowTemp heating circuit 2,,,,0800,,,tempv,,,current flow temperature of Hc2
#r;w,,Hc2Unknown09,(constant 60) temperature,,,,0900,,,tempv,,,unknown value for Hc2
r;w,,Hc2ExcessTemp,ExcessTemp heating circuit 2,,,,0B00,,,calibrationv,,,excess temperature of Hc2 (flow temperature's setpoint is increased by this value to keep the mixing valve in its control range)
#r;w,,Hc2Unknown0c,(constant 65) temperature heating circuit 2,,,,0C00,,,tempv,,,unknown value for Hc2
#r;w,,Hc2Unknown0d,(constant 65) temperature heating circuit 2,,,,0D00,,,tempv,,,unknown value for Hc2
r;w,,Hc2AutoOffMode,AutoOffMode heating circuit 2,,,,0E00,,,offmode,,,operation of Hc2 during the lowering time; no influence if room temperature modulation is set to thermostat
r;w,,Hc2HeatCurve,HeatCurve heating circuit 2,,,,0F00,,,EXP,,,heating curve of Hc2
r;w,,Hc2MaxFlowTempDesired,MaxFlowTempDesired heating circuit 2,,,,1000,,,tempv,,,maximum flow temperature setpoint (end emphasis) of Hc2
#r;w,,Hc2Unknown11,(constant 20) temperature heating circuit 2,,,,1100,,,tempv,,,unknown value for Hc2
r;w,,Hc2MinFlowTempDesired,MinFlowTempDesired heating circuit 2,,,,1200,,,tempv,,,minimum flow temperature setpoint (end emphasis) of Hc2
r;w,,Hc2SummerTempLimit,summer outside switchoff temperature heating circuit 2,,,,1400,,,tempv,,,if outside temperature > summer limit => heating is OFF;applies to comfort and night setback setpoint
r;w,,Hc2RoomTempSwitchOn,RoomTempSwitchOn heating circuit 2,,,,1500,,,rcmode,,,room temperature modulation of Hc2
r,,Hc2MixerMovement,MixerMovement heating circuit 2,,,,1A00,,,EXP,,,"status of mixer (<0 closing, >0 opening)"
r,,Hc2HeatCurveAdaption,HeatCurveAdaption heating circuit 2,,,,1C00,,,EXP,,,adaption applied to heating curve of Hc2
r;w,,Hc2Status,Status heating circuit 2,,,,1B00,,,UCH,,,status of zone 2
r;w,,Hc2PumpStatus,PumpStatus heating circuit 2,,,,1E00,,,UIN,,,pump status of zone 2
# ##### heating circuit 3 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000202,,,IGN:4,,,
*w,,,,,,B524,02010202,,,,,,
r,,Hc3CircuitType,CircuitType heating circuit 3,,,,0200,,,mctype;IGN:1,,,
#r;w,,Hc3Unknown04,(constant 30) temperature heating circuit 3,,,,0400,,,tempv,,,unknown value for Hc3
r,,Hc3ActualFlowTempDesired,ActualFlowTempDesired heating circuit 3,,,,0700,,,tempv,,,current flow temperature setpoint of Hc3
r,,Hc3FlowTemp,FlowTemp heating circuit 3,,,,0800,,,tempv,,,current flow temperature of Hc3
#r;w,,Hc3Unknown09,(constant 60) temperature,,,,0900,,,tempv,,,unknown value for Hc3
r;w,,Hc3ExcessTemp,ExcessTemp heating circuit 3,,,,0B00,,,calibrationv,,,excess temperature of Hc3 (flow temperature's setpoint is increased by this value to keep the mixing valve in its control range)
#r;w,,Hc3Unknown0c,(constant 65) temperature heating circuit 3,,,,0C00,,,tempv,,,unknown value for Hc3
#r;w,,Hc3Unknown0d,(constant 65) temperature heating circuit 3,,,,0D00,,,tempv,,,unknown value for Hc3
r;w,,Hc3AutoOffMode,AutoOffMode heating circuit 3,,,,0E00,,,offmode,,,operation of Hc3 during the lowering time; no influence if room temperature modulation is set to thermostat
r;w,,Hc3HeatCurve,HeatCurve heating circuit 3,,,,0F00,,,EXP,,,heating curve of Hc3
r;w,,Hc3MaxFlowTempDesired,MaxFlowTempDesired heating circuit 3,,,,1000,,,tempv,,,maximum flow temperature setpoint (end emphasis) of Hc3
#r;w,,Hc3Unknown11,(constant 20) temperature heating circuit 3,,,,1100,,,tempv,,,unknown value for Hc3
r;w,,Hc3MinFlowTempDesired,MinFlowTempDesired heating circuit 3,,,,1200,,,tempv,,,minimum flow temperature setpoint (end emphasis) of Hc3
r;w,,Hc3SummerTempLimit,summer outside switchoff temperature heating circuit 3,,,,1400,,,tempv,,,if outside temperature > summer limit => heating is OFF;applies to comfort and night setback setpoint
r;w,,Hc3RoomTempSwitchOn,RoomTempSwitchOn heating circuit 3,,,,1500,,,rcmode,,,room temperature modulation of Hc3
r,,Hc3MixerMovement,MixerMovement heating circuit 3,,,,1A00,,,EXP,,,"status of mixer (<0 closing, >0 opening)"
r,,Hc3HeatCurveAdaption,HeatCurveAdaption heating circuit 3,,,,1C00,,,EXP,,,adaption applied to heating curve of Hc3
r;w,,Hc3Status,Status heating circuit 3,,,,1B00,,,UCH,,,status of zone 2
r;w,,Hc3PumpStatus,PumpStatus heating circuit 3,,,,1E00,,,UIN,,,pump status of zone 3
# ##### zone 1 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000300,,,IGN:4,,,
*w,,,,,,B524,02010300,,,,,,
r;w,,z1OpModeCooling,cooling operation mode zone 1,,,,0100,,,opmode,,,operation mode for cooling of zone 1
r;w,,z1CoolingTemp,cooling setpoint zone 1,,,,0200,,,tempv,,,desired cooling setpoint for zone 1
r;w,,z1ManualCoolingTemp,cooling setpoint zone 1,,,,1500,,,tempv,,,desired cooling setpoint for zone 1
r;w,,z1HolidayStartPeriod,holiday period start zone 1,,,,0300,,,hfrom,,,start date of holidays for zone 1
r;w,,z1HolidayEndPeriod,holiday period end zone 1,,,,0400,,,hto,,,end date of holidays for zone 1
r;w,,z1HolidayTemp,room setpoint holiday period zone 1,,,,0500,,,tempv,,,holiday setpoint for zone 1
r;w,,z1OpMode,operation mode zone 1,,,,0600,,,opmode,,,operation mode of zone 1
r;w,,z1DayTemp,desired temperature zone 1,,,,0700,,,tempv,,,day setpoint for zone 1
r;w,,z1ManualTemp,desired temperature zone 1,,,,2200,,,tempv,,,day setpoint for zone 1
r;w,,z1QuickVetoTemp,quick veto temperature zone 1,,,,0800,,,tempv,,,manual override setpoint for zone 1
r;w,,z1NightTemp,night temperature zone 1,,,,0900,,,tempv,,,night setpoint for zone 1
#r;w,,z1BankHolidayStartPeriod,bank holiday start zone 1,,,,0C00,,,hfrom,,,start date of bank holidays for zone 1
#r;w,,z1BankHolidayEndPeriod,bank holiday end zone 1,,,,0D00,,,hto,,,end date of bank holidays for zone 1
r;w,,z1SFMode,SF mode zone 1,,,,0E00,,,sfmode,,,
r,,z1RoomTemp,room temperature zone 1,,,,0F00,,,tempv,,,current room temperature in zone 1
r;w,,z1ValveStatus,valve status zone 1,,,,1200,,,UCH,1=open;0=close,,valve status of zone 1
r;w,,z1RoomZoneMapping,room zone mapping zone 1,,,,1300,,,zmapping,,,configures which room temperature is assigned to zone 1
r;w,,z1ActualRoomTempDesired,room temperature desired zone 1,,,,1400,,,tempv,,,current room setpoint considering all basic conditions passed to the control algorithms
r;w,,z1Shortname,Kurzbezeichnung zone 1,,,,1600,,,shortname,,,short name of zone 1
r;w,,z1Name1,zone 1 label (first part),,,,1700,,,zname,,,name of zone 1
r;w,,z1Name2,zone 1 label (second part),,,,1800,,,zname,,,name of zone 1
r,,z1RoomHumidity,room humidity zone 1,,,,2800,,,EXP,,%,room humidity zone1
# ##### zone 2 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000301,,,IGN:4,,,
*w,,,,,,B524,02010301,,,,,,
r;w,,z2OpModeCooling,cooling operation mode zone 2,,,,0100,,,opmode,,,operation mode for cooling of zone 2
r;w,,z2CoolingTemp,cooling setpoint zone 2,,,,0200,,,tempv,,,desired cooling setpoint for zone 2
r;w,,z2HolidayStartPeriod,holiday period start zone 2,,,,0300,,,hfrom,,,start date of holidays for zone 2
r;w,,z2HolidayEndPeriod,holiday period end zone 2,,,,0400,,,hto,,,end date of holidays for zone 2
r;w,,z2HolidayTemp,room setpoint holiday period zone 2,,,,0500,,,tempv,,,holiday setpoint for zone 2
r;w,,z2OpMode,operation mode zone 2,,,,0600,,,opmode,,,operation mode of zone 2
r;w,,z2DayTemp,desired temperature zone 2,,,,0700,,,tempv,,,day setpoint for zone 2
r;w,,z2QuickVetoTemp,quick veto temperature zone 2,,,,0800,,,tempv,,,manual override setpoint for zone 2
r;w,,z2NightTemp,night temperature zone 2,,,,0900,,,tempv,,,night setpoint for zone 2
r;w,,z2BankHolidayStartPeriod,bank holiday start zone 2,,,,0C00,,,hfrom,,,start date of bank holidays for zone 2
r;w,,z2BankHolidayEndPeriod,bank holiday end zone 2,,,,0D00,,,hto,,,end date of bank holidays for zone 2
r;w,,z2SFMode,SF mode zone 2,,,,0E00,,,sfmode,,,
r,,z2RoomTemp,room temperature zone 2,,,,0F00,,,tempv,,,current room temperature in zone 2
r;w,,z2ValveStatus,valve status zone 2,,,,1200,,,UCH,,,valve status of zone 2
r;w,,z2RoomZoneMapping,room zone mapping zone 2,,,,1300,,,zmapping,,,configures which room temperature is assigned to zone 2
r;w,,z2ActualRoomTempDesired,room temperature desired zone 2,,,,1400,,,tempv,,,current room setpoint considering all basic conditions passed to the control algorithms
#r;w,,z2Unknown15Temp,(in noise reduction 24 otherwise 99 - max.air level?) temperature zone 2,,,,1500,,,tempv,,,unknown value for zone 2
r;w,,z2Shortname,Kurzbezeichnung zone 2,,,,1600,,,shortname,,,short name of zone 2
r;w,,z2Name1,zone 2 label (first part),,,,1700,,,zname,,,name of zone 2
r;w,,z2Name2,zone 2 label (second part),,,,1800,,,zname,,,name of zone 2
# ##### zone 3 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000302,,,IGN:4,,,
*w,,,,,,B524,02010302,,,,,,
r;w,,z3OpModeCooling,cooling operation mode zone 3,,,,0100,,,opmode,,,operation mode for cooling of zone 3
r;w,,z3CoolingTemp,cooling setpoint zone 3,,,,0200,,,tempv,,,desired cooling setpoint for zone 3
r;w,,z3HolidayStartPeriod,holiday period start zone 3,,,,0300,,,hfrom,,,start date of holidays for zone 3
r;w,,z3HolidayEndPeriod,holiday period end zone 3,,,,0400,,,hto,,,end date of holidays for zone 3
r;w,,z3HolidayTemp,room setpoint holiday period zone 3,,,,0500,,,tempv,,,holiday setpoint for zone 3
r;w,,z3OpMode,operation mode zone 3,,,,0600,,,opmode,,,operation mode of zone 3
r;w,,z3DayTemp,desired temperature zone 3,,,,0700,,,tempv,,,day setpoint for zone 3
r;w,,z3QuickVetoTemp,quick veto temperature zone 3,,,,0800,,,tempv,,,manual override setpoint for zone 3
r;w,,z3NightTemp,night temperature zone 3,,,,0900,,,tempv,,,night setpoint for zone 3
r;w,,z3BankHolidayStartPeriod,bank holiday start zone 3,,,,0C00,,,hfrom,,,start date of bank holidays for zone 3
r;w,,z3BankHolidayEndPeriod,bank holiday end zone 3,,,,0D00,,,hto,,,end date of bank holidays for zone 3
r;w,,z3SFMode,SF mode zone 3,,,,0E00,,,sfmode,,,
r,,z3RoomTemp,room temperature zone 3,,,,0F00,,,tempv,,,current room temperature in zone 3
r;w,,z3ValveStatus,valve status zone 3,,,,1200,,,UCH,,,valve status of zone 3
r;w,,z3RoomZoneMapping,room zone mapping zone 3,,,,1300,,,zmapping,,,configures which room temperature is assigned to zone 3
r;w,,z3ActualRoomTempDesired,room temperature desired zone 3,,,,1400,,,tempv,,,current room setpoint considering all basic conditions passed to the control algorithms
#r;w,,z3Unknown15Temp,(in noise reduction 24 otherwise 99 - max.air level?) temperature zone 3,,,,1500,,,tempv,,,unknown value for zone 3
r;w,,z3Shortname,shortlabel zone 3,,,,1600,,,shortname,,,short name of zone 3
r;w,,z3Name1,label zone 3 part 1,,,,1700,,,zname,,,name of zone 3
r;w,,z3Name2,label zone 3 part 2,,,,1800,,,zname,,,name of zone 3
# timers Z1 ,,,,,,,,,,,,,
*r,,,,,,b555,a50000,,,IGN:1,,,whether timeslot is valid
*w,,,,,,b555,a60000,,,,,,
#w,,z1Timer.Monday,timer heating monday,,,,00,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Tuesday,timer heating tuesday,,,,01,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Wednesday,timer heating wednesday,,,,02,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Thursday,timer heating thursday,,,,03,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Friday,timer heating friday,,,,04,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Saturday,timer heating saturday,,,,05,,,wTimeSlotWithTemp,,,
#w,,z1Timer.Sunday,timer heating sunday,,,,06,,,wTimeSlotWithTemp,,,
#r;w,,z1Timer.MondayP1,Z1 Timer,,,,0000,,,slot1h,,,
#r;w,,z1Timer.MondayP2,Z1 Timer,,,,0001,,,slot1h,,,
#r;w,,z1Timer.MondayP3,Z1 Timer,,,,0002,,,slot1h,,,
#r;w,,z1Timer.MondayP4,Z1 Timer,,,,0003,,,slot1h,,,
#r;w,,z1Timer.MondayP5,Z1 Timer,,,,0004,,,slot1h,,,
#r;w,,z1Timer.MondayP6,Z1 Timer,,,,0005,,,slot1h,,,
#r;w,,z1Timer.MondayP7,Z1 Timer,,,,0006,,,slot1h,,,
#r;w,,z1Timer.MondayP8,Z1 Timer,,,,0007,,,slot1h,,,
#r;w,,z1Timer.MondayP9,Z1 Timer,,,,0008,,,slot1h,,,
#r;w,,z1Timer.MondayP10,Z1 Timer,,,,0009,,,slot1h,,,
#r;w,,z1Timer.MondayP11,Z1 Timer,,,,0010,,,slot1h,,,
#r;w,,z1Timer.MondayP12,Z1 Timer,,,,0011,,,slot1h,,,
#r;w,,z1Timer.TuesdayP1,Z1 Timer,,,,0100,,,slot1h,,,
#r;w,,z1Timer.TuesdayP2,Z1 Timer,,,,0101,,,slot1h,,,
#r;w,,z1Timer.TuesdayP3,Z1 Timer,,,,0102,,,slot1h,,,
#r;w,,z1Timer.TuesdayP4,Z1 Timer,,,,0103,,,slot1h,,,
#r;w,,z1Timer.TuesdayP5,Z1 Timer,,,,0104,,,slot1h,,,
#r;w,,z1Timer.TuesdayP6,Z1 Timer,,,,0105,,,slot1h,,,
#r;w,,z1Timer.TuesdayP7,Z1 Timer,,,,0106,,,slot1h,,,
#r;w,,z1Timer.TuesdayP8,Z1 Timer,,,,0107,,,slot1h,,,
#r;w,,z1Timer.TuesdayP9,Z1 Timer,,,,0108,,,slot1h,,,
#r;w,,z1Timer.TuesdayP10,Z1 Timer,,,,0109,,,slot1h,,,
#r;w,,z1Timer.TuesdayP11,Z1 Timer,,,,0110,,,slot1h,,,
#r;w,,z1Timer.TuesdayP12,Z1 Timer,,,,0111,,,slot1h,,,
#r;w,,z1Timer.WednesdayP1,Z1 Timer,,,,0200,,,slot1h,,,
#r;w,,z1Timer.WednesdayP2,Z1 Timer,,,,0201,,,slot1h,,,
#r;w,,z1Timer.WednesdayP3,Z1 Timer,,,,0202,,,slot1h,,,
#r;w,,z1Timer.WednesdayP4,Z1 Timer,,,,0203,,,slot1h,,,
#r;w,,z1Timer.WednesdayP5,Z1 Timer,,,,0204,,,slot1h,,,
#r;w,,z1Timer.WednesdayP6,Z1 Timer,,,,0205,,,slot1h,,,
#r;w,,z1Timer.WednesdayP7,Z1 Timer,,,,0206,,,slot1h,,,
#r;w,,z1Timer.WednesdayP8,Z1 Timer,,,,0207,,,slot1h,,,
#r;w,,z1Timer.WednesdayP9,Z1 Timer,,,,0208,,,slot1h,,,
#r;w,,z1Timer.WednesdayP10,Z1 Timer,,,,0209,,,slot1h,,,
#r;w,,z1Timer.WednesdayP11,Z1 Timer,,,,0210,,,slot1h,,,
#r;w,,z1Timer.WednesdayP12,Z1 Timer,,,,0211,,,slot1h,,,
#r;w,,z1Timer.ThursdayP1,Z1 Timer,,,,0300,,,slot1h,,,
#r;w,,z1Timer.ThursdayP2,Z1 Timer,,,,0301,,,slot1h,,,
#r;w,,z1Timer.ThursdayP3,Z1 Timer,,,,0302,,,slot1h,,,
#r;w,,z1Timer.ThursdayP4,Z1 Timer,,,,0303,,,slot1h,,,
#r;w,,z1Timer.ThursdayP5,Z1 Timer,,,,0304,,,slot1h,,,
#r;w,,z1Timer.ThursdayP6,Z1 Timer,,,,0305,,,slot1h,,,
#r;w,,z1Timer.ThursdayP7,Z1 Timer,,,,0306,,,slot1h,,,
#r;w,,z1Timer.ThursdayP8,Z1 Timer,,,,0307,,,slot1h,,,
#r;w,,z1Timer.ThursdayP9,Z1 Timer,,,,0308,,,slot1h,,,
#r;w,,z1Timer.ThursdayP10,Z1 Timer,,,,0309,,,slot1h,,,
#r;w,,z1Timer.ThursdayP11,Z1 Timer,,,,0310,,,slot1h,,,
